inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)",1.058302714,4.047732969,3.096851871,3.41807152,3.718670435,3.734760072,3.226287069,3.050103856,3.782885599,4.852527753,2.935434476,2.508883861,2.949066181,3.024592861,2.920783451,3.372909933,2.94093175,3.686408041,3.060530848,3.119882675,3.723566781,3.225598307,3.41826743,3.00856779,2.959066186,3.155906188,3.005552968,3.395108387,2.585997532,3.132465893,3.148809026,3.05665092,3.117034393,3.709765575,3.165033937,2.963151448,3.455316352,3.298872532,3.161474399,2.912373715,3.281667021,2.998439811,3.007310417,3.338131267,2.823967722,3.131208871,3.398182954,2.952933582,3.133841608,3.298378776
"InChI=1S/C26H45NO6S/c1-16(4-9-24(30)27-12-13-34(31,32)33)20-7-8-21-19-6-5-17-14-18(28)10-11-25(17,2)22(19)15-23(29)26(20,21)3/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)",0.911775739,3.873978769,3.33700821,3.462579104,3.76402692,3.586978534,3.160809102,3.033397904,3.756172337,4.974158265,3.068314086,2.432614993,2.873688605,2.992073674,2.855395844,3.466122489,3.022445943,3.77545551,3.163900788,3.123668063,3.6503258,3.238285956,3.327867043,3.054833611,3.132447312,3.164490643,3.014725749,3.351543915,2.586219071,3.162530575,3.059585804,3.098533352,3.115694206,3.573203106,3.126743284,3.055119945,3.445869962,3.213560475,3.128871264,2.828142287,3.011007759,3.010816907,3.165184328,3.384667268,2.887314241,3.08018218,3.398146436,3.180524342,3.246325433,3.203436145
"InChI=1S/C12H16FNO3/c13-8-12(14,11(16)17)10(15)7-6-9-4-2-1-3-5-9/h1-5,10,15H,6-8,14H2,(H,16,17)",0.460091985,2.328429908,3.382811176,3.077178055,2.977480293,2.778647174,3.255556067,2.966901103,3.095022567,2.970859871,3.200256988,2.813174067,3.34413152,2.990369114,3.212330615,2.897892742,3.252596396,3.336174793,3.10058776,3.147759994,3.283808453,3.240036361,2.931398033,3.265598572,3.256840493,2.839652738,3.164217387,3.07596447,3.31574012,3.167300891,3.226277432,2.896555941,3.172214856,3.357698638,2.928563474,3.180896827,2.976978123,3.270938476,2.97353317,3.110492482,3.230469032,3.094314472,3.211236368,3.070480223,3.195024778,3.074253181,3.127298282,3.150546673,3.18372071,3.189543127
"InChI=1S/C54H104O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-52(55)58-49-51(60-54(57)48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)50-59-53(56)47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h51H,4-50H2,1-3H3",1.332706326,2.814465638,1.559000506,3.320230301,3.313392458,4.846314323,4.59302839,3.53326844,3.720119489,3.539955294,3.289517582,3.316095024,2.96478753,3.108783941,3.012456025,2.6343987,3.163705007,2.797334755,2.95035542,3.669626574,3.124988783,3.331992812,3.015708718,3.252089679,2.621416155,3.64871716,3.136804954,2.907816011,3.79105697,3.056265552,3.357163176,3.153398683,3.130510004,2.746511435,2.350672997,3.420400089,3.290268013,2.909762345,3.598888122,3.216509455,3.264714453,2.776511704,4.360286286,3.367944877,3.00542486,3.236060716,4.025673002,3.258425535,3.142539592,2.624828698
"InChI=1S/C30H50O2/c1-19-10-15-30(18-31)17-16-28(6)21(25(30)20(19)2)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h8,19-20,22-25,31-32H,9-18H2,1-7H3",0.819188519,4.196145245,3.466138551,3.559575557,3.649608279,3.730431939,3.471906732,2.988579884,3.99904455,5.209462341,3.222380324,1.834927195,3.106993045,3.3061304,2.680682392,3.594295607,3.025240101,3.726564889,3.383629026,3.200967213,3.865643179,3.208896746,3.383101493,3.357422855,3.1377227,3.163575127,3.265470174,3.177750542,3.026919275,3.320235782,3.174181127,3.481037896,3.202451897,3.053896406,2.92845135,3.053829719,3.3109923,3.312377545,3.023518966,3.038698906,3.388329746,3.155029401,3.024684939,2.964445557,2.863476216,2.905117397,2.851459059,3.028118207,3.041634606,2.947486603
"InChI=1S/C21H24O10/c22-8-14-17(27)19(29)20(30)21(31-14)16-13(26)7-12(25)15(18(16)28)11(24)6-3-9-1-4-10(23)5-2-9/h1-2,4-5,7,14,17,19-23,25-30H,3,6,8H2",0.797122172,4.901965244,2.677350264,2.879419168,2.994140744,2.738168942,3.099579115,2.991490176,2.978958717,2.612396217,3.024146689,3.142125555,2.733581953,2.844911504,3.059305456,3.286503554,3.038955304,3.687280763,3.209076015,3.196378812,3.266143423,3.161667299,3.125615237,2.75014623,3.020667286,3.051734755,2.62658676,3.123856477,2.730879214,2.667735426,3.612128726,2.718986071,2.94834644,2.729069185,2.925378745,3.001295515,3.073903691,3.392999675,3.236286848,3.084322805,2.942124574,3.457496415,3.082154878,3.133188999,2.764164306,2.649790774,3.038509222,3.399574633,3.358665721,2.947053937
"InChI=1S/C27H30O17/c28-6-14-17(33)20(36)22(38)26(42-14)41-12-2-1-8(3-10(12)31)24-25(19(35)16-11(32)4-9(30)5-13(16)40-24)44-27-23(39)21(37)18(34)15(7-29)43-27/h1-5,14-15,17-18,20-23,26-34,36-39H,6-7H2",1.078260084,7.363143873,1.524507021,2.911604828,3.060854226,3.218468756,3.083322415,3.473193552,2.608681145,2.497977838,3.26314786,3.392492532,3.744038952,3.323196204,3.216039944,3.027098684,3.175568244,3.064018607,3.074251691,3.12140094,3.139140265,3.207707075,3.241392167,2.930257682,3.173865651,2.894848085,3.115807279,3.215626949,3.014425088,3.044241395,3.256935826,3.202487328,3.128623156,3.385076134,3.027358968,2.979794971,2.941828834,3.145677946,3.11105407,3.347064173,3.207101462,3.167566067,3.193323795,3.134014171,3.027492867,3.14305305,3.212866079,2.844258331,2.867664791,3.040704336
"InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)",0.755954929,6.112909179,2.299702226,2.939786165,3.079498872,2.669841809,2.842487695,3.22222395,2.90892251,2.834876124,3.289819674,3.26686397,2.919212724,3.261544013,3.033308721,3.399966628,3.065127127,3.351162476,3.244056633,3.143728156,3.087520135,3.297558774,3.124488214,2.865890494,3.191863153,2.956043492,3.006720958,3.288974717,2.789860831,2.875371562,3.124991556,2.899534881,3.159762566,3.199217433,2.93990865,2.802769185,2.813083527,2.948450995,3.150825054,3.140589416,2.782053194,3.136373584,3.16336079,3.375741741,3.231983497,3.04716452,3.153641864,3.414875732,3.308638235,3.068165124
"InChI=1S/C30H24O12/c31-13-7-20(37)24-22(8-13)41-30(12-2-4-16(33)19(36)6-12)29(39)26(24)25-23(42-30)10-17(34)14-9-21(38)27(40-28(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,21,26-27,29,31-39H,9H2",0.863846758,7.727128601,2.261802739,2.547879594,3.05407005,2.127552359,3.249415695,2.780811006,3.069778344,1.70372028,3.37312077,3.646756149,1.956334294,3.744313457,2.866927103,3.890551421,2.801120257,3.180076134,3.3008061,3.347059045,4.011332389,3.460084547,3.678531714,3.145049359,2.768319884,2.814712121,3.546549374,3.457686784,3.263849748,3.339496279,3.990813511,3.387776915,3.240636615,3.168555035,2.773357101,3.152224039,3.39556249,3.277470345,2.997440367,2.742805254,3.12145738,3.346982402,3.31321887,2.934262403,3.187414863,3.359048403,3.101960137,3.169918702,3.302801178,3.577487231
"InChI=1S/C16H12O7/c1-22-8-5-11(19)13-12(6-8)23-16(15(21)14(13)20)7-2-3-9(17)10(18)4-7/h2-6,17-19,21H,1H3",0.462830094,4.795783821,3.062644578,2.907402891,3.096227868,2.337122205,2.753876108,2.890557964,3.090246639,2.825691577,3.08406671,3.323754704,2.132205994,3.303287129,3.075845543,3.536469486,3.053295107,3.120751901,3.357313746,3.326886187,3.022015143,3.233339736,2.947403579,3.024809662,3.085769469,3.265526333,3.152675826,3.160065353,3.170389119,3.153357721,3.041836083,3.019654121,2.99157363,3.12499216,2.956319236,3.476463731,3.078642767,2.913346216,3.070829932,3.259020073,2.870455444,3.417415162,2.952987409,3.165544224,2.893404923,2.978060373,3.084554598,3.098748931,3.064927991,2.999038966
"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)",1.205393394,3.583050766,3.973828481,3.217294635,2.903725634,3.071256277,2.296578892,3.513543326,2.764722181,3.790324088,2.706209499,3.473384337,2.732518149,2.954550242,3.130933461,3.379328711,3.294055022,3.576301466,3.050582202,2.728642752,2.886427729,3.056549309,3.436501094,2.621222995,3.100970725,3.04030909,3.262485178,3.138069882,3.421848407,3.1522338,2.874741349,2.979655972,3.129545833,2.725118356,3.141405546,3.261246146,2.893040868,3.289796094,3.175174558,3.378762589,3.1327693,3.640163165,2.896408081,3.266252468,3.124837079,3.300126861,3.595202967,2.695809705,3.279357739,2.926088288
"InChI=1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)",0.582283533,3.51058885,3.10751739,2.962815612,2.998224473,2.652059746,3.144944033,2.92810383,3.202227591,2.770898159,2.964533362,3.031286002,2.710689214,2.716161608,3.184165721,3.12533265,3.06770529,3.387774993,3.105652025,3.204569927,3.120313631,3.037641901,2.910425619,3.245214332,3.314323615,3.256319312,2.592928391,2.919705431,2.996355753,2.871136184,3.096979483,3.527896133,3.305123793,2.878116154,2.822949977,3.255676859,3.039801352,3.271538755,2.942579205,3.476198072,2.939630875,3.432435561,3.196757429,3.193334167,3.115001882,3.206000084,3.115692059,3.269426251,3.11362189,3.445445763
"InChI=1S/C16H14O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-7,14,17-18H,8H2,1H3",0.380344442,4.431127417,3.370066471,2.916777803,3.093121765,2.191065293,2.780064324,2.840553663,3.105290803,2.791877782,3.210343674,3.200139789,2.443532272,3.434545366,3.046407251,3.435631544,3.108852746,3.058408882,3.315288567,3.29878203,2.887305554,3.120935231,3.012177903,3.083554704,3.017449961,3.490788104,3.313204196,3.074397251,3.496658082,3.296030908,3.424319615,2.901326941,2.923736287,3.501971634,3.121227753,3.266930272,3.200804964,2.993174534,3.150436835,2.918723209,3.172191862,3.121142928,3.050164675,3.041264468,2.972030798,3.035868282,3.164204198,3.188900921,3.117357265,3.091721856
"InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3",0.500759836,3.080575851,3.273539135,3.305184722,3.332019438,3.219568241,2.973399477,3.061840791,3.475142979,4.294669688,2.977914882,2.311931563,2.893456542,3.060707247,3.002116995,3.286982068,3.187398156,3.201507199,3.25513897,3.240073168,3.240303014,3.012411311,2.960155103,3.249055278,3.226745943,3.327034193,2.922670915,3.093551975,3.056351671,3.231035149,3.305293761,3.551999482,3.201260362,2.911439651,2.754233846,3.418055316,3.046518634,2.987185348,2.930042505,3.007892304,2.927171237,3.234962773,2.949343172,3.222232158,2.996383247,3.083995389,3.145460322,2.860283989,3.028749929,3.10016754
"InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3",0.227954527,3.451331883,3.350022611,3.04926746,3.063581143,2.356188852,2.732253819,3.005055259,3.008763367,2.936835114,3.245051321,3.034326024,3.13353361,3.507589484,3.128979336,3.203928496,3.131067097,2.716389993,3.141258914,3.329259511,2.900224756,2.980335312,3.03567091,3.277081542,2.822414657,3.737976879,3.292124157,3.229126739,2.973644755,3.42991572,2.830482491,3.690258542,3.185246755,3.336129537,3.063866587,3.076716981,3.067775211,2.882819262,3.120533701,3.111284261,3.178964771,3.199716103,3.080469981,3.169142452,3.218391894,3.310196032,3.277858768,3.083667516,3.193882319,3.106542463
"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2",0.433697915,2.82477847,4.040586176,3.129838568,2.974205969,2.523035274,2.654556635,2.923523136,3.472204725,3.417634008,3.154269446,3.295142174,3.408553525,3.829659876,3.227990136,2.951427423,3.275454479,2.601491075,2.675630722,3.276917132,2.988535222,2.949861265,3.120975548,3.262716719,2.911535357,3.412389554,2.943939244,3.172029921,2.803683214,3.089867348,3.232797899,3.439410284,3.251379614,3.057667464,2.997630889,3.070827096,3.032255358,3.174018124,3.244390179,3.073285107,3.058409082,3.162520654,3.16615985,3.152192729,3.109641084,3.141530439,3.182944542,3.123688415,3.16532306,3.237697034
"InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)",0.282143222,2.850916378,3.08487096,3.028862507,3.060921243,2.653246705,3.1583447,3.053712604,2.94419609,2.564024133,3.309492265,3.038692671,2.962914273,3.008099624,3.198550255,3.146131216,3.196094235,3.040121008,3.217265634,3.322693247,3.394965778,3.115094801,3.026590848,3.560546432,3.416090637,3.287001167,3.173497729,2.87132124,3.468276717,3.206300882,2.661944049,3.171383182,3.223913701,3.447762366,2.999569905,3.196433751,3.142364024,3.309648908,2.985673167,3.311532132,3.226986899,2.991113786,2.98738513,3.217876125,3.001771116,2.878196599,3.073566919,3.265729717,3.267880865,3.089275454
"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-10H,1-5H3",0.39850248,5.199337367,2.820563235,2.814671366,3.188812301,2.427987098,2.783976297,2.968209148,2.904743239,2.624171171,3.226083266,3.500378965,1.810285491,3.176389277,3.202425431,3.492019161,3.27017379,2.6780899,3.562658474,3.487011737,2.832176066,3.178150142,2.715169435,3.661055689,3.235466685,3.578372613,3.557781522,3.040900149,3.478356759,3.549073792,2.10987509,3.359612,3.175760897,3.09282746,3.282033451,3.585058826,3.640062687,2.88782268,3.060514967,3.138031771,3.202452625,2.914760448,2.722139912,3.315730471,2.67946404,2.845497021,3.059742521,3.150832271,3.057238449,2.983224616
"InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)",0.165088021,1.802682268,3.043591857,3.236574451,3.082589611,3.045415696,3.581965839,3.274958069,3.215153566,2.890721283,3.774817018,3.304646452,3.532932147,3.668133353,3.004222016,3.379566739,2.986083313,3.213424923,3.261274273,3.109488617,2.856330173,3.140814956,3.134160051,2.997566383,2.868607986,3.198135284,3.137843475,3.262770033,3.052451482,3.100047948,3.051170484,3.272282976,3.09739651,3.100953251,3.232458636,3.118674372,3.177088758,3.09838346,3.256392852,3.402018408,3.171847111,3.193133178,3.021177735,3.092810567,3.182491802,3.170076761,2.941881902,3.166730312,3.185960854,3.150377604
"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",0.281141991,1.820995633,2.922279934,3.251282,3.031814986,2.929769254,3.519963266,3.356316627,3.250221085,2.883409351,3.833581853,3.322472631,3.604369828,3.59399179,2.947724205,3.369991636,2.905969319,3.238906352,3.155655091,3.030581759,2.843905945,3.184633099,3.112747882,2.968330707,2.898736526,3.168412402,3.079398333,3.338007735,3.059150018,3.067624272,3.055780437,3.263788415,3.157541893,3.097938238,3.253472898,3.14881592,3.24657618,3.191620346,3.212370618,3.18254874,3.080277009,3.153257885,3.140481923,3.081592001,3.128107305,3.132727463,3.108253225,3.13460391,3.198668378,3.125316413
"InChI=1S/C18H20N2O6/c1-23-13-5-11(6-14(24-2)17(13)21)9-19-20-10-12-7-15(25-3)18(22)16(8-12)26-4/h5-10,21-22H,1-4H3",0.437569757,3.880404955,3.003880097,2.859187243,3.126877393,2.63564451,3.088547294,2.970824283,2.897776036,2.472382209,3.016820146,3.304111365,2.146984407,2.694097225,3.288153836,3.23200113,3.254418794,2.968088068,3.341860658,3.370623154,3.186175374,2.975845378,2.791683433,3.691602573,3.37109886,3.464180474,2.964445555,2.840177464,3.224016916,3.248081533,2.145732242,3.930987358,3.398319105,3.010063945,3.041605851,3.230016052,3.557808313,3.516275494,2.969478255,3.411892848,2.935989248,3.017304521,2.895250904,3.374383028,2.708560463,2.835640511,3.214415831,3.189688594,3.208177191,3.1681901
"InChI=1S/C9H10O4/c1-12-7-3-6(5-10)4-8(13-2)9(7)11/h3-5,11H,1-2H3",0.210266245,2.753761035,3.178909715,3.024475824,3.034984372,2.539621929,3.134844054,3.036901231,2.881063313,2.416651921,3.440621609,3.011520837,3.275387873,3.274077594,3.161467014,3.14809222,3.145242678,2.911185272,3.189507371,3.391997923,3.410058626,3.084750772,3.189505928,3.530603577,3.027314528,3.502603587,3.296922128,3.088611937,2.988729884,3.28296485,2.468425124,3.220809853,3.198139889,3.175878369,3.114753405,3.178992631,3.328722621,3.310149107,3.066388347,3.206911635,3.096626845,3.087018978,3.089652069,3.2394372,2.95859324,2.942184075,3.152520162,3.228730627,3.218776085,3.001540419
"InChI=1S/C17H14O8/c1-23-11-3-7(4-12(24-2)14(11)20)17-16(22)15(21)13-9(19)5-8(18)6-10(13)25-17/h3-6,18-20,22H,1-2H3",0.464827914,5.069340656,2.906548594,2.852455091,3.098084869,2.293598404,2.732213794,2.92281826,2.992264877,2.660825657,3.151434792,3.404275898,2.005036026,3.289019666,3.083925827,3.57939037,3.090737655,3.037550015,3.411262428,3.375771123,3.012170808,3.203297751,2.930009808,3.161553036,3.12244927,3.378356782,3.231235139,3.114301779,3.241197019,3.232631623,2.785176739,3.136103845,3.03734613,3.169177106,2.940770444,3.484533342,3.205362662,2.966723365,3.033036061,3.276952236,2.864921844,3.362457848,2.874768124,3.251428484,2.775676306,2.878335775,3.098439922,3.143979565,3.108465064,2.968279481
"InChI=1S/C10H14O2/c1-10(2,3)8-6-7(11)4-5-9(8)12/h4-6,11-12H,1-3H3",0.252426408,2.3924893,3.41300188,3.064619128,3.009674855,2.639629873,3.184736426,2.959150016,3.037473268,2.670745286,3.379481073,2.788929701,3.447902528,3.30076638,3.12468265,3.148857231,3.093877052,3.064406876,3.128543049,3.27703797,3.461263888,3.038294698,3.356518181,3.319074002,2.968398726,3.371513779,3.122087809,3.152655385,2.912523938,3.063580105,2.971686524,3.04234469,3.088573145,3.110958524,3.036443776,3.113129128,3.125037603,3.34791079,3.082370408,3.156693125,3.027322651,3.344027643,3.218143952,3.103774964,3.198946127,3.104200819,3.114858943,3.18724418,3.18927114,3.163624352
"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",0.594866347,2.70817949,4.345888676,3.306880992,2.917170745,3.064316105,2.130144896,3.821877614,2.927740142,3.277414474,2.835647527,3.524055503,3.501266928,3.196722805,3.073638109,3.267520377,3.188103054,2.909975803,3.296133747,2.970460382,3.030149839,2.939715449,3.692224688,2.80176789,2.684725641,3.685527254,3.530628648,3.379261947,3.14309426,3.521207298,3.108811827,3.560260445,3.113200606,2.896347697,3.020496563,3.044238817,2.887966337,2.871041471,2.947983002,3.004843098,3.115439915,3.213214128,3.01131396,3.373174784,3.266915121,3.097567738,3.308848519,3.115908343,3.16115366,3.132158742
"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",0.635801819,2.721183377,4.433996302,3.28445949,2.903222378,3.099864994,2.095747725,3.938467519,2.894609785,3.280391423,2.798479625,3.550752236,3.478126723,3.201523431,3.07215043,3.279797483,3.154135268,2.906440414,3.35527868,3.003609264,3.019230883,2.945092147,3.692460158,2.798001879,2.647053132,3.719450618,3.600189622,3.376319782,3.208413841,3.556711906,3.057948544,3.612110134,3.110152701,2.920012774,3.085026961,2.986627441,2.750792036,2.77259911,2.945001205,3.088845301,3.047471321,3.330694052,2.94868298,3.344927396,3.392851421,3.062040042,3.34175461,3.10755126,3.252943307,2.951731886
"InChI=1S/C10H20O2/c1-9(2,11)8-4-6-10(3,12)7-5-8/h8,11-12H,4-7H2,1-3H3",0.282344536,2.221589094,3.293416193,3.258069613,3.135535551,2.855994645,3.143301647,3.144421008,3.064243837,3.085710596,3.391207003,2.523065716,3.697095602,3.281916122,3.064783498,3.108230497,3.101676439,3.134170301,3.177839882,3.305616862,3.451598031,3.083106503,3.254388342,3.313794861,2.980896643,3.342181392,3.179156648,3.161237313,2.871752864,3.167319243,2.991516824,3.011744127,3.116129783,3.086508183,3.098876844,3.188898375,3.163467681,3.196169063,3.088048443,3.064134778,3.091986171,3.182366863,3.117845118,3.103771719,3.050019341,3.045606066,3.117981831,3.138782351,3.142459626,3.159128664
"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",0.37293952,2.731776551,4.014113874,3.170183753,2.988217883,2.598688155,2.628575192,2.923649899,3.434184833,3.513245736,3.12037372,3.225514746,3.468158744,3.804518959,3.301266119,2.925029001,3.247461032,2.607662912,2.641471818,3.169716048,2.948806933,2.980389339,3.020108898,3.238020208,2.917713035,3.362207704,3.080029029,3.253732639,2.793634663,3.098949188,3.283950733,3.409023789,3.264871949,3.011505522,3.035861256,3.07471004,3.055455161,3.155214083,3.228054979,3.113978131,3.115433842,3.115445791,3.223565579,3.12418661,3.114998438,3.15200671,3.17738839,3.099232699,3.147371091,3.214918609
"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",0.275732442,2.260816524,3.553231377,3.067041632,3.019197024,2.609961446,3.297272571,2.914515787,3.099918458,2.720209669,3.334224666,2.890626258,3.581156389,3.252419012,3.089251537,3.038823551,3.175826328,3.167082777,3.044626798,3.352613032,3.405070129,3.069499149,3.366462994,3.211931042,2.983009283,3.393779806,3.006323526,3.075041296,2.890865801,3.088944157,2.977832436,3.018803158,3.049862256,3.067023529,3.165383304,3.192538485,3.059508976,3.188550706,3.194471363,3.072566047,3.196634612,3.145660789,3.230095235,3.05185428,3.243513888,3.182054764,3.112217041,3.097826069,3.113764371,3.141731419
"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2",0.251059687,2.296187425,3.487995014,3.074638303,3.011924365,2.633785613,3.254335442,2.943092838,3.065903882,2.702719062,3.338463146,2.868776809,3.590819864,3.263698684,3.118060334,3.085966088,3.117087859,3.20953112,3.004095131,3.280770916,3.436333411,3.04772961,3.314181077,3.202489569,3.014226611,3.443251626,3.039745381,3.082530325,2.873563792,3.057812223,3.008155378,3.01077914,3.051204412,3.063698175,3.141372364,3.187849296,3.069510914,3.211083112,3.170822549,3.11398895,3.186487275,3.156495385,3.263651753,3.044174863,3.208414847,3.169712693,3.132613766,3.097357272,3.117195785,3.144288395
"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",0.230128833,3.211687162,3.494690165,3.092320851,3.056602859,2.38940233,2.75897846,2.968053826,3.099542057,3.073905897,3.180775909,2.967811743,3.251291454,3.527087662,3.113972273,3.175281005,3.093192596,2.819956986,3.085350493,3.276746399,2.91310481,2.985666073,3.072073788,3.124119709,2.788042376,3.650233477,3.208269464,3.258040303,2.912556034,3.349401694,3.103003475,3.577106076,3.124602283,3.304267893,3.071592962,3.06785482,2.940291679,2.802193971,3.174526763,3.075542871,3.202626733,3.243257475,3.150078295,3.071717562,3.330911003,3.39656987,3.242684063,3.04079277,3.118712845,3.138353466
"InChI=1S/C30H48O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24,31H,9-17H2,1-7H3,(H,32,33)",0.874714288,4.213159635,3.419167184,3.575157859,3.644750064,3.662304122,3.457525764,3.029416008,4.059425919,5.192999215,3.249116717,1.802818995,3.085780246,3.283868087,2.634768185,3.589163479,2.958123201,3.70134563,3.395258916,3.161338489,3.861831129,3.185085289,3.393276629,3.379531452,3.119251759,3.146716932,3.243030258,3.188217124,3.038638989,3.337333315,3.165459362,3.475957169,3.235914011,3.070370262,2.937758932,3.070089199,3.315512163,3.267805597,3.028240565,3.037533253,3.385722558,3.179914157,2.998876675,2.953210355,2.893614623,2.899965066,2.841311123,3.104618621,3.043751341,2.97268344
"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)",0.2391355,2.608045559,3.238945136,3.059036431,3.005941021,2.488123162,3.119333213,3.021928648,2.958355086,2.467135774,3.409251495,2.959380194,3.337984331,3.308727094,3.134073616,3.15236448,3.061083639,3.011247281,3.100025101,3.34884209,3.527561662,3.184788975,3.23034227,3.401449832,2.912158758,3.303093275,3.317023752,3.22506156,2.919000848,3.218818964,3.043909951,2.970306861,3.182176776,2.943862973,3.243091631,3.310258717,3.329301625,3.137503517,3.093589914,3.151896914,3.072761734,2.961177687,3.10305268,3.262666854,2.95964041,3.015204509,3.144932045,3.144904753,3.160286553,3.111977374
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",0.211561032,2.489273224,3.32974216,3.076319317,3.026511494,2.582761892,3.156259573,3.002134199,2.973262793,2.581513099,3.376638921,2.931494792,3.411944454,3.284796178,3.146555125,3.106764023,3.105242435,3.001988638,3.128333087,3.339600885,3.42107319,3.105327847,3.211588467,3.393844036,2.995418067,3.395233547,3.213741298,3.126017215,2.922640041,3.203944022,2.723470878,3.111726085,3.152211489,3.129497415,3.132292566,3.17436263,3.2095096,3.261000558,3.114071732,3.183651975,3.109559449,3.13855647,3.178372388,3.150800395,3.082954657,3.050780805,3.134340635,3.173861417,3.182628948,3.04525383
"InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3",0.686392718,3.328189002,3.236261331,3.070804732,3.251979612,3.294989717,3.173940237,2.913823698,3.60650835,4.050920123,2.899033119,2.561245863,2.448114511,3.037527643,3.185923071,3.261142131,3.13595228,3.005274625,3.191119457,3.339641186,3.359574018,3.039617786,3.031804394,3.274463486,2.902893246,3.219108897,3.081437434,3.237330549,2.913338742,3.163935434,3.428027791,3.44772985,3.214019583,2.865341285,2.714044201,2.90233775,2.691659405,2.640134901,3.159997435,3.334962825,3.409517034,3.42417262,2.810474839,3.165725309,3.370845231,3.01329474,3.055933808,3.290218558,3.294899653,2.769317916
