inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166
"InChI=1S/C29H56NO9P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-20-28(32)36-25-27(39-29(33)21-18-19-23-31)26-38-40(34,35)37-24-22-30(2,3)4/h23,27H,5-22,24-26H2,1-4H3",0.697657758,3.952409783,0.913390601,1.306230195,0.838102762,1.326918906,1.296764292,1.372387069,1.094568456,1.179637158,1.273185721,1.372865927,1.500588524,1.286852425,1.390362319,1.377357093,1.225571956,1.186657375,1.319974341,1.35311231,1.31087454,1.247922288,1.28789099,1.223305317,1.210168185,1.237987091,1.306793673,1.246705362,1.338688859,1.250352289,1.319723116,1.203680268,1.32170959,1.293591935,1.314626776,1.366954401,1.242768794,1.281265745,1.225253595,1.256549866,1.308157554,1.260377069,1.218608598,1.354820357,1.314575029,1.318630308,1.393036708,1.193524496,1.316313159,1.270195519,1.345855251,1.343280141,1.357681203,1.27094777,1.334464576,1.33865244,1.26137149,1.264975226,1.334332988,1.280542967,1.305896546,1.266474667,1.237795441,1.267365638,1.318328862,1.265704191,1.334716505,1.299118389,1.303974289,1.312081284,1.186467791,1.2894579,1.322455633,1.275042224,1.327208621,1.268955321,1.329867947,1.319098117,1.288739651,1.325063644,1.2705714,1.299927957,1.317530948,1.304563489,1.321311404,1.288347428,1.329553889,1.324295779,1.306118015,1.292961408,1.286820369,1.291203096,1.2818941,1.296137075,1.309048309,1.277498691,1.279454754,1.293903272,1.298391536,1.299434012,1.298297213,1.308746054,1.294754775,1.285278693,1.282624583,1.289205471,1.275412474,1.278172964,1.285283993,1.300163171,1.305894309,1.282899818,1.285311536,1.297433328,1.293314863,1.293389518,1.294104104,1.29023108,1.300191224,1.297480097,1.29154026,1.29264021,1.295804714,1.29790329,1.294713869,1.295198098,1.295519616,1.294876174,1.295282708,1.295453209,1.294894845,1.295536935,1.295536466,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H19NO4/c1-5-10(14)15-8(6-9(12)13)7-11(2,3)4/h8H,5-7H2,1-4H3",0.628646157,2.807708955,0.726372401,0.722259257,0.771435661,0.772989296,1.886160761,1.183140064,1.281551652,0.902929745,0.886987043,1.46734498,1.339009506,1.245411938,1.360251458,1.378467006,1.332349849,1.284495738,1.260562305,1.434643856,1.328415899,1.347284169,1.365368285,1.245209428,1.326117429,1.346963663,1.278105512,1.447220664,1.288387569,1.324878617,1.350707237,1.474503376,1.356824067,1.256706049,1.426294054,1.213235748,1.366622565,1.307273202,1.269502616,1.299079491,1.256129199,1.326452797,1.249687887,1.320943787,1.266092223,1.220052985,1.369435506,1.230321429,1.258130477,1.288890115,1.249562093,1.207152185,1.360432619,1.378337592,1.327591402,1.300077605,1.275583168,1.351567306,1.358428289,1.305986646,1.282941878,1.268691021,1.315675809,1.255137178,1.298802626,1.256163186,1.274431973,1.339364323,1.250813675,1.326508278,1.321090245,1.330213899,1.312853233,1.281107477,1.287240274,1.285918682,1.270224844,1.305612413,1.305038945,1.329687528,1.315620423,1.311039577,1.259027906,1.314791517,1.253009873,1.280904027,1.283933617,1.310629238,1.294715583,1.290514667,1.290366397,1.312519839,1.301963219,1.286015691,1.305938241,1.295616024,1.286945306,1.29876833,1.29870284,1.28535515,1.298009605,1.300775265,1.285876533,1.29441346,1.29026236,1.306805192,1.295755292,1.296770661,1.297319118,1.300674496,1.30107711,1.28712503,1.291353904,1.294479142,1.301791639,1.298606692,1.296001845,1.295965995,1.296099823,1.296155524,1.29133455,1.297040228,1.296745453,1.291741419,1.295150152,1.297034409,1.295389342,1.296276366,1.296375195,1.295460216,1.295471932,1.296142097,1.295525254,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C9H16N2O2/c1-4-5(2)7-9(13)10-6(3)8(12)11-7/h5-7H,4H2,1-3H3,(H,10,13)(H,11,12)",0.9962197,0.935699602,1.375071837,1.07881994,1.369521984,1.34648016,1.381640526,1.26524258,1.266496732,1.435717524,1.184365499,1.056934386,1.000097682,1.414338791,1.211606462,1.11032871,1.164509117,1.434600295,1.431416281,1.175729265,1.301797432,1.459187826,1.214414827,1.28485048,1.33097648,1.369686596,1.11374181,1.40983785,1.420226162,1.359233102,1.249497061,1.375651093,1.207141509,1.378107605,1.477797639,1.225670772,1.337686574,1.240159214,1.348820174,1.201158339,1.269713026,1.276421529,1.307397646,1.271581281,1.264407628,1.412102043,1.356103633,1.352541276,1.193394539,1.176177897,1.329965824,1.264443549,1.384014082,1.209608586,1.334470407,1.366917571,1.344503,1.369842884,1.290199047,1.297067833,1.328940346,1.298974651,1.243515056,1.294265879,1.321938471,1.234246535,1.282007529,1.338895064,1.349558954,1.253783414,1.255566153,1.286852521,1.34603385,1.320733269,1.282600939,1.318070535,1.287842548,1.290564758,1.303522494,1.265943335,1.278638297,1.302981518,1.272924297,1.284357204,1.277787399,1.320209216,1.257976163,1.27034251,1.269498615,1.285088797,1.333888986,1.306768519,1.294285296,1.296059885,1.28496813,1.319558222,1.283226702,1.296119826,1.308709156,1.305088347,1.307910743,1.286809054,1.273651577,1.299693937,1.298491848,1.290653759,1.289741236,1.302644722,1.291814936,1.290360557,1.294437128,1.288437924,1.307922167,1.296993405,1.309659895,1.293554602,1.294289621,1.299407703,1.291944208,1.295581357,1.291896563,1.296352457,1.295670597,1.29570308,1.296089133,1.29440354,1.296035236,1.293443063,1.296680975,1.295490296,1.294706312,1.295265798,1.295860819,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C9H16N2O2/c1-5(2)4-7-9(13)10-6(3)8(12)11-7/h5-7H,4H2,1-3H3,(H,10,13)(H,11,12)",0.995299779,0.99598888,1.364626965,1.021435405,1.428321068,1.324485204,1.416910517,1.23156265,1.338410844,1.426208913,1.028883788,1.035509268,1.034303207,1.377130814,1.251568552,1.110337105,1.150832215,1.399757563,1.466581221,1.178446038,1.386240666,1.444641718,1.244865172,1.248327732,1.293683916,1.319372113,1.113737895,1.356997385,1.499525081,1.276041864,1.235176845,1.224498117,1.171887064,1.380613246,1.341518995,1.307959998,1.323772367,1.230765977,1.297118264,1.186740969,1.28179108,1.263899343,1.332840477,1.243265483,1.219433427,1.400287583,1.300549152,1.341655612,1.204185511,1.245974543,1.349367617,1.299091844,1.379939611,1.210380018,1.325060815,1.325044691,1.310604925,1.338418948,1.341637969,1.288776078,1.287726699,1.264391005,1.254004454,1.273949014,1.257992957,1.229372549,1.296750457,1.373768333,1.305845376,1.251469917,1.276735723,1.234552769,1.318611793,1.303091389,1.280362978,1.313112124,1.27522161,1.288340588,1.303573764,1.273641797,1.299550646,1.298188305,1.276426629,1.297827761,1.294924145,1.31216463,1.272899114,1.278759588,1.273712106,1.291176336,1.328789017,1.291395639,1.289798896,1.295135359,1.296481498,1.300422643,1.293372708,1.29752556,1.302279244,1.303563941,1.31290115,1.286538467,1.283531255,1.306231046,1.29413405,1.292986591,1.292970924,1.302894515,1.3004479,1.293517526,1.293691899,1.299446608,1.309189598,1.29974958,1.314941167,1.283900539,1.291601829,1.29999941,1.292871955,1.294532376,1.297124686,1.297905847,1.294153539,1.296600351,1.296863029,1.293092782,1.294562096,1.29392237,1.296664579,1.296046974,1.294924079,1.295368742,1.295865488,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C8H14N2O2/c1-5(2)3-6-8(12)9-4-7(11)10-6/h5-6H,3-4H2,1-2H3,(H,9,12)(H,10,11)",0.983607568,1.04674054,1.367995786,1.016077408,1.422440386,1.43799371,1.423740142,1.098840378,1.435935357,1.35680638,1.153321392,1.004784956,1.066108505,1.381101387,1.338113698,1.161439936,1.119552608,1.386697452,1.433012501,1.194469164,1.40627531,1.405019038,1.255146386,1.225223806,1.273850226,1.335271392,1.082828719,1.386336803,1.509486007,1.280956544,1.282832418,1.235494876,1.196568741,1.413138728,1.250577561,1.330975775,1.330383104,1.261668203,1.274010257,1.167374697,1.254997795,1.236201495,1.301875307,1.291361572,1.216438163,1.354779564,1.292509239,1.344014089,1.217775519,1.297741853,1.316427137,1.31523737,1.363168769,1.218905055,1.343493167,1.275758515,1.305329604,1.314029605,1.363565362,1.287636957,1.255302016,1.22518733,1.238874555,1.23284459,1.21852957,1.220249318,1.301695693,1.378552727,1.298172572,1.259712803,1.29181901,1.19888286,1.277885921,1.322419945,1.261735331,1.323614722,1.278991888,1.283009483,1.280371091,1.279466201,1.329835387,1.275551944,1.268771777,1.292253347,1.291396953,1.303864079,1.278990699,1.304069186,1.273921771,1.299028099,1.319940113,1.286899348,1.28601097,1.31416785,1.316542547,1.303066014,1.310646631,1.288741811,1.293743244,1.310937037,1.298461441,1.27054745,1.28813381,1.317269559,1.301277251,1.308090439,1.291029361,1.309214172,1.315522593,1.294469345,1.289854416,1.283292469,1.304192256,1.307767223,1.311853952,1.284987282,1.296030887,1.303520905,1.296335333,1.294859928,1.29539291,1.298687709,1.295544815,1.295825151,1.297746595,1.293701874,1.292735733,1.295087894,1.296982192,1.295371233,1.294731286,1.295025269,1.295643938,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C11H20N2O2/c1-5-7(4)9-11(15)12-8(6(2)3)10(14)13-9/h6-9H,5H2,1-4H3,(H,12,15)(H,13,14)",0.98491455,1.01620907,1.354367058,1.017720466,1.424282893,1.284230211,1.424689986,1.325106568,1.287426787,1.477153868,1.110016579,1.033729402,0.986671321,1.381790283,1.209458776,1.106957138,1.167788328,1.429503093,1.48397275,1.11972077,1.376184263,1.468260462,1.290226616,1.245618063,1.303225805,1.379534927,1.109803543,1.399136726,1.470021579,1.333109343,1.241287543,1.327581988,1.197839151,1.301636849,1.429828034,1.218563864,1.314747007,1.28966731,1.367103183,1.234250874,1.267882771,1.307461475,1.30380989,1.269890132,1.240871722,1.392483109,1.359760849,1.347539209,1.176956123,1.187600402,1.321889818,1.272620261,1.390341012,1.211142918,1.327719871,1.373180465,1.367798089,1.370406199,1.293329864,1.279257638,1.329168709,1.287654178,1.247927465,1.289866329,1.306567782,1.235335194,1.271479072,1.345710846,1.328777633,1.249271587,1.256124082,1.268181006,1.345121688,1.312307821,1.270302431,1.327437562,1.296875143,1.299423006,1.306992377,1.279086959,1.303778662,1.309898473,1.277508467,1.27193016,1.28545196,1.319490389,1.254523421,1.277184296,1.263987266,1.287270381,1.332399741,1.295193743,1.290463003,1.305252517,1.286601235,1.316846245,1.29372645,1.293676444,1.312363652,1.306467738,1.312380408,1.286874166,1.269484073,1.303820504,1.300794113,1.291769641,1.301648078,1.304648735,1.29039605,1.286251634,1.296974878,1.289937068,1.30486955,1.300922817,1.308869816,1.295810525,1.295977486,1.295758232,1.292218737,1.296226001,1.291936073,1.297288959,1.296900638,1.295159139,1.296234384,1.295322015,1.295969348,1.294074647,1.296876436,1.295292448,1.294870266,1.295243771,1.29582782,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H16N2O4/c1-5(2)8(10(15)16)12-9(14)6-3-4-7(13)11-6/h5-6,8H,3-4H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)",0.971538476,1.051860584,1.259739469,1.167426761,1.400422177,1.606497222,1.594478942,1.066716602,1.186480617,1.439018046,0.997189179,1.121388564,1.16972166,1.413029409,1.432237551,1.190259968,1.244268087,1.266252419,1.451514443,1.287292939,1.336449765,1.468408028,1.365117472,1.214180785,1.322053325,1.349156632,1.204630107,1.223684238,1.366935836,1.310962268,1.19396316,1.218813597,1.177278231,1.287239233,1.259017777,1.343813558,1.232946262,1.283521683,1.373811355,1.280916936,1.233819313,1.199364298,1.220804421,1.301999283,1.293471659,1.274489897,1.316302523,1.360343681,1.274378078,1.294522629,1.329714246,1.28328789,1.332817278,1.272660413,1.332810632,1.332526074,1.36437709,1.335237732,1.294672089,1.332848398,1.273877348,1.261775106,1.275122483,1.275164546,1.260450068,1.249917202,1.305414955,1.327494392,1.242354009,1.278215343,1.304719908,1.276147779,1.295258776,1.280764881,1.299860653,1.323894767,1.301182094,1.290674039,1.28777368,1.292598509,1.281148062,1.339240056,1.305854322,1.319883338,1.267163722,1.278297838,1.274229648,1.263670488,1.28830827,1.286229494,1.310107793,1.302433694,1.294050671,1.298511729,1.272186591,1.286606248,1.314367074,1.276593043,1.30199457,1.324675809,1.298959277,1.303412087,1.292847035,1.313056856,1.297605363,1.298847607,1.3097253,1.294496381,1.28957536,1.271085163,1.288634932,1.286379934,1.295518246,1.298150183,1.281522991,1.30645707,1.293599803,1.280287678,1.295563987,1.295648045,1.295799698,1.293660559,1.295581183,1.294706862,1.294617894,1.295122965,1.295457416,1.29667907,1.295025963,1.296417848,1.295697984,1.294936686,1.295262686,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H18N2O5/c1-5(2)8(11)9(15)12-6(10(16)17)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)",1.002747751,1.127891625,1.078313417,1.314385236,1.361740312,1.768055377,1.784628251,1.129115906,1.174395209,1.491261141,1.009957632,1.380479971,1.513926277,1.111800293,1.299755869,1.172274474,1.221175517,1.309824446,1.42592082,1.292335616,1.407693384,1.334628905,1.310301292,1.275128794,1.238368167,1.330318864,1.356524687,1.353247426,1.359329862,1.246943733,1.301890321,1.277210158,1.27910876,1.267794099,1.239129268,1.294885689,1.274220234,1.342324775,1.390871423,1.353687574,1.293686641,1.297081558,1.25867814,1.249012588,1.298541392,1.279040341,1.339038331,1.301296837,1.269778605,1.237626305,1.321375496,1.2732356,1.310625701,1.279461511,1.30613838,1.324886235,1.339767349,1.330924427,1.253946916,1.30689011,1.296944114,1.307563661,1.292021526,1.307117593,1.295104246,1.268569599,1.299053084,1.317551048,1.289660724,1.307278937,1.282242105,1.303250968,1.318682166,1.283269471,1.303156863,1.280836439,1.311502983,1.296746132,1.320314403,1.324604404,1.283997924,1.31309703,1.325135546,1.315426677,1.291862821,1.307025626,1.304312034,1.307567008,1.307487325,1.297580361,1.286701404,1.300528985,1.274970251,1.287675218,1.297540941,1.264148988,1.285304926,1.285932405,1.28758687,1.294847822,1.307820434,1.302735257,1.299113936,1.288846518,1.289533276,1.295969994,1.298292919,1.283393897,1.291457268,1.292572955,1.292601975,1.289176767,1.294086836,1.297556633,1.28996828,1.298757125,1.290749974,1.285494901,1.296663817,1.299179984,1.296465293,1.295284711,1.299004801,1.295654644,1.294533157,1.296068194,1.296361391,1.295765555,1.295999211,1.29565853,1.295685041,1.295499797,1.29570564,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H18N2O5/c1-5(2)3-7(10(16)17)12-9(15)6(11)4-8(13)14/h5-7H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)",1.012774624,1.176301214,1.096842375,1.281286985,1.402510508,1.763459429,1.803418266,1.123474837,1.179674879,1.478906807,0.995691433,1.386897771,1.495982103,1.137184025,1.266565972,1.164759876,1.223417746,1.321888718,1.427904164,1.247044907,1.428488626,1.283889183,1.304235057,1.26153691,1.208619341,1.398980162,1.371500317,1.390842521,1.320839316,1.26099883,1.310002578,1.259840123,1.296732191,1.387722192,1.254662582,1.326489101,1.214857985,1.346581489,1.253868201,1.309424569,1.397890047,1.182744884,1.351192273,1.207647372,1.187709873,1.243389461,1.25224126,1.284131822,1.335273125,1.327088914,1.338501953,1.283269289,1.28455935,1.271814702,1.318562067,1.268399909,1.313987468,1.259666348,1.28840522,1.235587311,1.280293527,1.260197128,1.30023085,1.293388481,1.258671015,1.270058238,1.313812489,1.311554084,1.274145198,1.292117296,1.308316029,1.287966129,1.318139788,1.292590807,1.291914357,1.286896019,1.315523771,1.280126261,1.303051364,1.287158261,1.325842085,1.285283527,1.299127549,1.29282888,1.274487868,1.305440746,1.301457326,1.312671785,1.291182751,1.323647383,1.291589785,1.307625963,1.284786372,1.275690772,1.285993871,1.270738367,1.298399718,1.28622257,1.28852225,1.298178399,1.295035724,1.302708995,1.304393724,1.2943853,1.289223541,1.294623858,1.294474411,1.282538839,1.29406555,1.294509808,1.290509034,1.30083392,1.29542912,1.291682658,1.288213268,1.289588557,1.289291405,1.291980135,1.296370377,1.295965552,1.295645018,1.294902536,1.299379116,1.296657479,1.295217719,1.294909351,1.296009396,1.295885254,1.295295372,1.295931023,1.29558364,1.295731216,1.295663178,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H18N2O5/c1-3-5(2)8(10(16)17)12-7(13)4-6(11)9(14)15/h5-6,8H,3-4,11H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)",1.005137728,1.096775358,1.119929737,1.329752566,1.3365398,1.786011784,1.78523648,1.152965089,1.147186798,1.520247604,1.144892055,1.377398414,1.480929035,1.143763291,1.262205915,1.148690895,1.231110168,1.365830986,1.415285908,1.184788932,1.359311179,1.302203758,1.232669796,1.319122897,1.269933619,1.460453133,1.396741655,1.409666049,1.233118936,1.348945186,1.266051556,1.37910033,1.308089177,1.398196972,1.385380127,1.278023965,1.196489535,1.332880234,1.330773134,1.26386913,1.359104697,1.13471442,1.272723094,1.241120953,1.280096908,1.237178385,1.285106133,1.303157681,1.380199452,1.319901538,1.311109011,1.258366017,1.225078129,1.304383336,1.355895674,1.353082643,1.31918414,1.306763937,1.242941097,1.275944602,1.31604745,1.263818512,1.355693201,1.299091586,1.326585135,1.311786612,1.265934121,1.257064993,1.278975846,1.285267803,1.294232909,1.386579728,1.294762797,1.302185662,1.296439693,1.277402933,1.331948523,1.284920511,1.285855786,1.279215045,1.294474289,1.294021078,1.308643481,1.29686852,1.265316307,1.306818489,1.271804301,1.318247606,1.296320384,1.319544357,1.277948943,1.308169975,1.313514005,1.274757507,1.265885696,1.297561879,1.302417844,1.29719172,1.298571289,1.303492522,1.278986207,1.297636829,1.294624295,1.300330956,1.300978301,1.297572276,1.304374322,1.275424969,1.289216014,1.287264315,1.295052077,1.292871054,1.296650161,1.289305928,1.295755267,1.292633464,1.292843329,1.291157443,1.296179664,1.295634394,1.290510552,1.293402145,1.297573404,1.295762575,1.294600855,1.29658045,1.297592716,1.295082438,1.295331087,1.295230113,1.295036058,1.295574008,1.2950832,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C9H12N2O6/c12-6(13)2-1-4-8(16)11-5(3-7(14)15)9(17)10-4/h4-5H,1-3H2,(H,10,17)(H,11,16)(H,12,13)(H,14,15)",1.284401151,1.124766608,1.354889007,1.239522025,1.380430482,1.819824289,1.678581851,0.937148476,0.96727203,1.290378912,1.171500037,1.266131062,1.264783005,1.470995772,1.517504664,1.301319436,1.088857215,1.272193777,1.396138954,1.427684682,1.315416304,1.379128181,1.183900895,1.220578932,1.311001781,1.241946188,1.044415191,1.387368206,1.515256442,1.222733737,1.2644771,1.374256893,1.207784239,1.351981476,1.296772784,1.30639327,1.302928015,1.235554684,1.295837484,1.298245291,1.332350568,1.25697378,1.29119728,1.292477586,1.247983493,1.299525627,1.279609028,1.393890347,1.255772416,1.30307824,1.387604435,1.266347227,1.397876462,1.275700836,1.305891424,1.310963766,1.312088326,1.348993204,1.27136964,1.337526823,1.311988243,1.202920355,1.187977679,1.293862744,1.197319291,1.192946032,1.302337939,1.299040145,1.30978769,1.301342917,1.23250573,1.287951369,1.334407789,1.280305165,1.311165553,1.317248527,1.271936733,1.307916339,1.30853257,1.288630312,1.306751597,1.29249281,1.296241068,1.298659333,1.311889735,1.298461947,1.293992625,1.293080148,1.28945648,1.298497526,1.329002432,1.284789307,1.293925706,1.284912302,1.284964403,1.283207716,1.302306428,1.296941566,1.306673973,1.30094956,1.321149557,1.282728985,1.290351364,1.30262195,1.288660194,1.289197584,1.28485913,1.294535453,1.299491557,1.301729814,1.294689263,1.294082015,1.304644363,1.299098343,1.314119555,1.279454407,1.292694108,1.302490759,1.292973085,1.296193229,1.297617379,1.298749696,1.295216977,1.298321858,1.296830167,1.291066851,1.294358686,1.293510607,1.29621068,1.296119615,1.294629301,1.295606946,1.295558654,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C10H16N2O4/c1-3-5(2)8-10(16)11-6(4-7(13)14)9(15)12-8/h5-6,8H,3-4H2,1-2H3,(H,11,16)(H,12,15)(H,13,14)",1.130749634,1.065370563,1.364851976,1.140935453,1.403051382,1.561696283,1.540858596,1.129937013,1.093700187,1.394662869,1.214762129,1.156314099,1.103458553,1.44935342,1.338856105,1.193670481,1.12318851,1.380551267,1.424897763,1.269234147,1.311415366,1.417699205,1.211671745,1.250075423,1.329097966,1.361927991,1.07733665,1.440917821,1.440872654,1.320479492,1.250150253,1.415811849,1.219787456,1.34533006,1.429895971,1.237965469,1.318256487,1.239655737,1.312603304,1.266847355,1.324341192,1.248501732,1.333626106,1.274903206,1.2293163,1.355344188,1.293485976,1.357722051,1.250359417,1.25075883,1.364603552,1.244291404,1.405771709,1.234968981,1.332103595,1.328927778,1.347583586,1.34802652,1.287575224,1.290652976,1.334585037,1.25012991,1.213934108,1.289814161,1.272459614,1.203038138,1.275564088,1.290052877,1.329142496,1.275704046,1.244158562,1.304418358,1.354891572,1.289061474,1.294471351,1.321577591,1.296475483,1.301251053,1.305970098,1.278019131,1.307055681,1.290053036,1.278839493,1.27494487,1.283005052,1.310226733,1.270296831,1.29567522,1.273745476,1.295655456,1.330716789,1.304885026,1.295140682,1.291668699,1.278851693,1.307587472,1.29436401,1.293295556,1.315919954,1.307642435,1.3108781,1.28060472,1.275955561,1.302319878,1.298203639,1.289258385,1.288522008,1.300503331,1.295808383,1.295932393,1.293274366,1.293444088,1.306501195,1.297496239,1.308850606,1.28697582,1.293762387,1.300838753,1.291670341,1.29587987,1.292312786,1.297950137,1.296068029,1.296527337,1.296261944,1.293296486,1.295663063,1.29385463,1.296430212,1.295349529,1.29462364,1.295472608,1.29567877,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
